ID	Name	_CATEGORY	UiID	Genre	SubType	DetailType	Quality	Price	BindType	MaxExistTime	MaxExistAmount	MaxDurability	CanStack	CanConsume	CanTrade	CanDestroy	ScriptName	SkillID	SkillLevel	_LEVEL	CoolDownID	RequireLevel	RequireProfessionID	RequireProfessionBranch	RequireProfessionLevel	RequireGender	CanUseOnHorse	CanUseInFight	CanGoodCampUse	CanEvilCampUse	CanNeutralCampUse	AucGenre	AucSubType	RequireForce	RequireCamp	TargetType	Prefix	Postfix	EnchantID	BoxID	ExistType	MapBanUseItemMask	IgnoreBindMask	BelongForceMask
8640	《百花拂穴手·浮花浪蕊》经脉图残页	帮会书库秘笈	8790	3	5	0	4	22537	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	70										7	5										1	
8641	《百花拂穴手·浮花浪蕊》注解断篇	帮会书库秘笈	8791	3	5	0	2	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	65										7	5										1	
8642	《百花拂穴手·浮花浪蕊》参悟残页	帮会书库秘笈	8792	3	5	0	3	5843	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	50										7	5										1	
8643	《百花拂穴手·浮花浪蕊》参悟绝章	帮会书库秘笈	8794	3	5	0	3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	65										7	5										1	
8644	《太素九针·局针》经脉图残页	帮会书库秘笈	8797	3	5	0	4	10286	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	60										7	5										1	
8645	《太素九针·局针》注解残页	帮会书库秘笈	8799	3	5	0	2	1358	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	20										7	5										1	
8646	《太素九针·局针》注解断篇	帮会书库秘笈	8800	3	5	0	2	3815	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	45										7	5										1	
8647	《太素九针·局针》人偶图残页	帮会书库秘笈	8802	3	5	0	4	1901	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	20										7	5										1	
8648	《太素九针·局针》人偶图断篇	帮会书库秘笈	8803	3	5	0	4	5341	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	45										7	5										1	
8649	《百花拂穴手·兰摧玉折》穴位图残页	帮会书库秘笈	8804	3	5	0	3	3396	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	35										7	5										1	
8650	《百花拂穴手·兰摧玉折》穴位图断篇	帮会书库秘笈	8805	3	5	0	3	4578	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	45										7	5										1	
8651	《百花拂穴手·兰摧玉折》经脉图残页	帮会书库秘笈	8807	3	5	0	4	18524	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	70										7	5										1	
8652	《百花拂穴手·兰摧玉折》注解残页	帮会书库秘笈	8808	3	5	0	2	2830	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	35										7	5										1	
8653	《百花拂穴手·兰摧玉折》注解断篇	帮会书库秘笈	8809	3	5	0	2	8939	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	65										7	5										1	
8654	《百花拂穴手·兰摧玉折》手抄残页	帮会书库秘笈	8810	3	5	0	3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	65										7	5										1	
8655	《养心诀·清风垂露》注解残页	帮会书库秘笈	8811	3	5	0	2	2830	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	35										7	5										1	
8656	《养心诀·清风垂露》真传残页	帮会书库秘笈	8812	3	5	0	3	3961	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	40										7	5										1	
8657	《养心诀·清风垂露》真传绝章	帮会书库秘笈	8814	3	5	0	3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	65										7	5										1	
8658	《养心诀·清风垂露》人偶图绝章	帮会书库秘笈	8817	3	5	0	4	18524	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	70										7	5										1	
8659	《点穴截脉·商阳指》注解残页	帮会书库秘笈	8818	3	5	0	2	901	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	20	0	15										7	5										1	
8660	《点穴截脉·商阳指》注解断篇	帮会书库秘笈	8819	3	5	0	2	1358	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	25	0	20										7	5										1	
8661	《点穴截脉·商阳指》人偶图残页	帮会书库秘笈	8823	3	5	0	4	1261	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	15										7	5										1	
8662	《点穴截脉·商阳指》人偶图断篇	帮会书库秘笈	8824	3	5	0	4	8454	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	55										7	5										1	
8663	《点穴截脉·少明指》经脉图断篇	帮会书库秘笈	8826	3	5	0	4	22537	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	70										7	5										1	
8664	《点穴截脉·少明指》真传残页	帮会书库秘笈	8827	3	5	0	3	5843	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	50										7	5										1	
8665	《点穴截脉·少明指》真传断篇	帮会书库秘笈	8828	3	5	0	3	5843	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	50										7	5										1	
8666	《点穴截脉·少明指》真传绝章	帮会书库秘笈	8829	3	5	0	3	5843	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	50										7	5										1	
8667	《太素九针·提针》经脉图残页	帮会书库秘笈	8833	3	5	0	4	10286	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	60										7	5										1	
8668	《太素九针·提针》注解断篇	帮会书库秘笈	8836	3	5	0	2	8939	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	65										7	5										1	
8669	《太素九针·提针》真传残页	帮会书库秘笈	8837	3	5	0	3	2890	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	30										7	5										1	
8670	《太素九针·提针》人偶图残页	帮会书库秘笈	8838	3	5	0	4	3372	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	30										7	5										1	
8671	《养心诀·星楼月影》穴位图残页	帮会书库秘笈	8840	3	5	0	3	15878	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	70										7	5										1	
8672	《养心诀·星楼月影》注解残页	帮会书库秘笈	8842	3	5	0	2	6039	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	55										7	5										1	
8673	《养心诀·星楼月影》注解断篇	帮会书库秘笈	8843	3	5	0	2	8939	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	65										7	5										1	
8674	《养心诀·星楼月影》人偶图残页	帮会书库秘笈	8845	3	5	0	4	18524	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	70										7	5										1	
8675	《养心诀·星楼月影》人偶图断篇	帮会书库秘笈	8846	3	5	0	4	22537	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	70										7	5										1	
8676	《点穴截脉·阳明指》经脉图残页	帮会书库秘笈	8847	3	5	0	4	12514	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	65										7	5										1	
8677	《点穴截脉·阳明指》参悟残页	帮会书库秘笈	8853	3	5	0	3	1081	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	15										7	5										1	
8678	《百花拂穴手·钟林毓秀》经脉图残页	帮会书库秘笈	8855	3	5	0	4	3372	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	30										7	5										1	
8679	《百花拂穴手·钟林毓秀》经脉图断篇	帮会书库秘笈	8856	3	5	0	4	12514	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	65										7	5										1	
8680	《百花拂穴手·钟林毓秀》注解残页	帮会书库秘笈	8858	3	5	0	2	1358	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	25	0	20										7	5										1	
8681	《百花拂穴手·钟林毓秀》手抄残页	帮会书库秘笈	8860	3	5	0	3	5843	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	50										7	5										1	
8682	《猿公剑法·剑主天地》参悟绝章	帮会书库秘笈	1	3	5	0	3	3396	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	0	0	35										7	4										1	
8683	《秀水剑法·平湖断月》秘诀残页	帮会书库秘笈	66347	3	5		2	3301	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	45	0	40	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8684	《秀水剑法·平湖断月》参悟残页	帮会书库秘笈	66348	3	5		3	4578	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	50	0	45	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8685	《秀水剑法·平湖断月》参悟断篇	帮会书库秘笈	66349	3	5		3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8686	《秀水剑法·平湖断月》真传残页	帮会书库秘笈	66351	3	5		3	13050	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	75	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8687	《秀水剑法·平湖断月》人偶图断篇	帮会书库秘笈	66353	3	5		4	18524	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	80	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8688	《秀水剑法·黄龙吐翠》秘诀残页	帮会书库秘笈	66354	3	5		2	2830	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	40	0	35	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8689	《秀水剑法·黄龙吐翠》秘诀断篇	帮会书库秘笈	66355	3	5		2	4869	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	55	0	50	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8690	《秀水剑法·黄龙吐翠》秘诀绝章	帮会书库秘笈	66356	3	5		2	8939	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8691	《秀水剑法·黄龙吐翠》参悟残页	帮会书库秘笈	66357	3	5		3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8692	《秀水剑法·黄龙吐翠》参悟断篇	帮会书库秘笈	66358	3	5		3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8693	《秀水剑法·黄龙吐翠》参悟绝章	帮会书库秘笈	66359	3	5		3	19317	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	85	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8694	《秀水剑法·黄龙吐翠》人偶图残页	帮会书库秘笈	66360	3	5		4	12514	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8695	《秀水剑法·九溪弥烟》秘诀断篇	帮会书库秘笈	66363	3	5		2	901	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	20	0	15	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8696	《秀水剑法·九溪弥烟》参悟绝章	帮会书库秘笈	66366	3	5		3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8697	《秀水剑法·九溪弥烟》真传残页	帮会书库秘笈	66367	3	5		3	1081	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	20	0	15	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8698	《秀水剑法·九溪弥烟》真传断篇	帮会书库秘笈	66368	3	5		3	13050	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	75	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8699	《灵峰剑式·云飞玉皇》经脉图断篇	帮会书库秘笈	66370	3	5		4	22537	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	85	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8700	《灵峰剑式·云飞玉皇》参悟残页	帮会书库秘笈	66371	3	5		3	1081	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	20	0	15	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8701	《灵峰剑式·云飞玉皇》详解残页	帮会书库秘笈	66374	3	5		2	2830	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	40	0	35	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8702	《灵峰剑式·云飞玉皇》详解断篇	帮会书库秘笈	66375	3	5		2	4869	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	55	0	50	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8703	《灵峰剑式·云飞玉皇》秘诀残页	帮会书库秘笈	66376	3	5		2	8939	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8704	《灵峰剑式·夕照雷峰》详解残页	帮会书库秘笈	66379	3	5		2	2830	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	40	0	35	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8705	《灵峰剑式·夕照雷峰》详解断篇	帮会书库秘笈	66380	3	5		2	3815	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	50	0	45	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8706	《灵峰剑式·夕照雷峰》参悟残页	帮会书库秘笈	66381	3	5		3	1081	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	20	0	15	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8707	《灵峰剑式·夕照雷峰》参悟断篇	帮会书库秘笈	66382	3	5		3	5843	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	55	0	50	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8708	《灵峰剑式·夕照雷峰》参悟绝章	帮会书库秘笈	66383	3	5		3	8816	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	65	0	60	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8709	《灵峰剑式·夕照雷峰》秘诀残页	帮会书库秘笈	66384	3	5		2	8939	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8710	《灵峰剑式·风来吴山》参悟残页	帮会书库秘笈	66385	3	5		3	5843	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	55	0	50	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8711	《灵峰剑式·风来吴山》参悟断篇	帮会书库秘笈	66386	3	5		3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8712	《灵峰剑式·风来吴山》人偶图断篇	帮会书库秘笈	66389	3	5		4	22537	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	85	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8713	《灵峰剑式·风来吴山》秘诀残页	帮会书库秘笈	66390	3	5		2	6039	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	60	0	55	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8714	《灵峰剑式·风来吴山》秘诀断篇	帮会书库秘笈	66391	3	5		2	8939	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8715	《君子风·听雷》穴位图断篇	帮会书库秘笈	66393	3	5		3	19317	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	85	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8716	《君子风·听雷》详解残页	帮会书库秘笈	66394	3	5		2	901	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	20	0	15	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8717	《君子风·听雷》详解断篇	帮会书库秘笈	66395	3	5		2	2409	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	35	0	30	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8718	《君子风·听雷》秘诀残页	帮会书库秘笈	66396	3	5		2	1358	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	25	0	20	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8719	《君子风·听雷》秘诀断篇	帮会书库秘笈	66397	3	5		2	8939	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8720	《君子风·听雷》参悟残页	帮会书库秘笈	66398	3	5		3	1629	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	25	0	20	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8721	《君子风·听雷》参悟断篇	帮会书库秘笈	66399	3	5		3	3396	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	40	0	35	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8722	《君子风·听雷》参悟绝章	帮会书库秘笈	66400	3	5		3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8723	《君子风·断潮》秘诀残页	帮会书库秘笈	66401	3	5		2	2409	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	35	0	30	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8724	《君子风·断潮》秘诀绝章	帮会书库秘笈	66403	3	5		2	7347	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	65	0	60	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8725	《君子风·断潮》参悟残页	帮会书库秘笈	66404	3	5		3	3961	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	45	0	40	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8726	《君子风·断潮》参悟断篇	帮会书库秘笈	66405	3	5		3	4578	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	50	0	45	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8727	《君子风·断潮》参悟绝章	帮会书库秘笈	66406	3	5		3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8728	《君子风·啸日》人偶图断篇	帮会书库秘笈	66408	3	5		4	18524	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	80	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8729	《君子风·啸日》人偶图绝章	帮会书库秘笈	66409	3	5		4	18524	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	80	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8730	《君子风·啸日》手抄残页	帮会书库秘笈	66410	3	5		3	1081	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	20	0	15	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8731	《君子风·啸日》手抄断篇	帮会书库秘笈	66411	3	5		3	2890	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	35	0	30	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8732	《西子情·雪断桥》穴位图残页	帮会书库秘笈	66413	3	5		3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8733	《西子情·雪断桥》穴位图断篇	帮会书库秘笈	66414	3	5		3	13050	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	75	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8734	《西子情·风吹荷》穴位图残页	帮会书库秘笈	66419	3	5		3	4578	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	50	0	45	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8735	《西子情·风吹荷》手抄残页	帮会书库秘笈	66422	3	5		3	5843	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	55	0	50	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8736	《西子情·风吹荷》详解残页	帮会书库秘笈	66423	3	5		2	8939	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8737	《西子情·风吹荷》真传残页	帮会书库秘笈	66425	3	5		3	1629	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	25	0	20	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8738	《西子情·风吹荷》真传断篇	帮会书库秘笈	66426	3	5		3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8739	《西子情·风吹荷》真传绝章	帮会书库秘笈	66427	3	5		3	15878	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	80	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8740	《西子情·云栖松》手抄残页	帮会书库秘笈	66430	3	5		3	7246	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	60	0	55	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8741	《西子情·云栖松》手抄断篇	帮会书库秘笈	66431	3	5		3	10726	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	70	0	65	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8742	《西子情·云栖松》人偶图绝章	帮会书库秘笈	66432	3	5		4	18524	3	0	0	1	0	0	1	1	scripts\item\SkillRecipe.lua	0	0	80	0	70	0	0	0	0	0	0	1	1	1	7	7	0	7	0			0	0	0		1	
8743	毒火丸	五毒教门派	67707	2	0	0	1	0	3	0	1	1	1	0	0	1	scripts\Map\五毒\item\交通测试用.lua	7385	1	0	145	0	0	0	0	0	1	1	1	1	1	20	2	0	7	0			0	0	0			
8744	摄魂散解药	五毒教门派	67708	2	0	0	1	0	3	0	3	3	1	1	0	1	scripts\Map\五毒\item\苗人之困.lua	0	0	0	145	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
8745	火药	五毒教门派	67709	2	0	0	1	0	3	0	0	1	1	0	0	1	scripts\Map\五毒\item\火烧毒源-火药.lua	0	0	0	146	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
8746	幽兰香草	五毒教门派	67710	2	0	0	1	0	3	0	5	5	1	1	0	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
8747	赤石	五毒教门派	67711	2	0	0	1	0	3	0	5	5	1	1	0	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
8748	毒烟墨	五毒教门派	67712	2	0	0	1	0	3	0	0	1	1	0	0	1	scripts\Map\五毒\item\顺风而下.lua	0	0	0	146	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
8749	火折子（暂不使用）	五毒教门派	67713	2	0	0	1	0	3	0	0	1	1	0	0	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
8750	火折子	五毒教门派	67714	2	0	0	1	0	3	0	0	1	1	0	0	1	scripts\Map\五毒\item\火烧连营-火折子.lua	0	0	0	146	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
8751	悬壶济世	帮会	67715	3	0	0	3	0	3	0	0	10	1	1	0	1	scripts\Map\帮会领地\item\悬壶济世.lua	0	0	0	417	0	0	0	0	0	0	0	1	1	1	14	2	0	7	0			0	0	0			
8752	义薄云天佩·日	世界通用	67716	3	0	0	2	0	3	0	0	10	1	1	0	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
8753	义薄云天佩·月	世界通用	67717	3	0	0	1	0	3	0	0	10	1	1	0	1		0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	0			
8754	九羊神功·残页一	节日清明	67718	3	0	0	2	20000	1	1460588400	0	20	1	1	1	1	scripts\Map\节日清明\item\九羊神功.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4			
8755	九羊神功·残页二	节日清明	67719	3	0	0	2	20000	1	1460588400	0	20	1	1	1	1	scripts\Map\节日清明\item\九羊神功.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4			
8756	九羊神功·残页三	节日清明	67720	3	0	0	2	20000	1	1460588400	0	20	1	1	1	1	scripts\Map\节日清明\item\九羊神功.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4			
8757	九羊神功·残页四	节日清明	67721	3	0	0	2	20000	1	1460588400	0	20	1	1	1	1	scripts\Map\节日清明\item\九羊神功.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4			
8758	九羊神功·残页五	节日清明	67722	3	0	0	2	20000	1	1460588400	0	20	1	1	1	1	scripts\Map\节日清明\item\九羊神功.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4			
8759	九羊神功·残页六	节日清明	67723	3	0	0	2	20000	1	1460588400	0	20	1	1	1	1	scripts\Map\节日清明\item\九羊神功.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4			
8760	九羊神功·残页七	节日清明	67724	3	0	0	2	20000	1	1460588400	0	20	1	1	1	1	scripts\Map\节日清明\item\九羊神功.lua	0	0	0	0	0	0	0	0	0	0	0	1	1	1	20	2	0	7	0			0	0	4			
